metric,value
version,v0.70
result,dual_prediction_test
C_ITF,0.689064
tau_ITF,0.708551878163951
O_DV,0.612372435695795
E_DV,1.23489000336875
E_DV_one_third,1.07254986995616
width_prediction_MeV,4.10722121850852
width_delta_pct,0.914526253280523
max_channel_delta_pct,8.24764893442693
BR_L1,0.0523719944935826
H075_prediction,103.465987042567
H075_delta_pct,-0.351617664707116
H075_residual_sigma_CC,-0.142613903361642
raw_to_prediction_improvement,144.712194212917
BAO_peak_Mpc,152.29
BAO_ref_Mpc,147.09
BAO_fractional_error,0.0353525052688829
backprop_used,False
target_loss_used,False
